loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition
387,3438975,K00300.01,,FALSE POSITIVE,FALSE POSITIVE
388,3642289,K00301.01,Kepler-135 b,CONFIRMED,CANDIDATE
389,3642289,K00301.02,Kepler-135 c,CONFIRMED,CANDIDATE
390,3662838,K00302.01,Kepler-516 b,CONFIRMED,CANDIDATE
391,3662838,K00302.02,,FALSE POSITIVE,FALSE POSITIVE
392,5966322,K00303.01,Kepler-517 b,CONFIRMED,CANDIDATE
393,6029239,K00304.01,Kepler-518 b,CONFIRMED,CANDIDATE
394,6029239,K00304.02,,CANDIDATE,CANDIDATE
395,6063220,K00305.01,Kepler-99 b,CONFIRMED,CANDIDATE
396,6071903,K00306.01,Kepler-519 b,CONFIRMED,CANDIDATE
397,6289257,K00307.01,Kepler-520 b,CONFIRMED,CANDIDATE
398,6289257,K00307.02,Kepler-520 c,CONFIRMED,CANDIDATE
399,6291837,K00308.01,Kepler-1715 b,CONFIRMED,CANDIDATE
400,7024222,K00309.01,,FALSE POSITIVE,FALSE POSITIVE
401,7024511,K00311.01,,FALSE POSITIVE,FALSE POSITIVE
402,7050989,K00312.01,Kepler-136 b,CONFIRMED,CANDIDATE
403,7050989,K00312.02,Kepler-136 c,CONFIRMED,CANDIDATE
404,7419318,K00313.01,Kepler-137 c,CONFIRMED,CANDIDATE
405,7419318,K00313.02,Kepler-137 b,CONFIRMED,CANDIDATE
406,7603200,K00314.01,Kepler-138 c,CONFIRMED,CANDIDATE
407,7603200,K00314.02,Kepler-138 d,CONFIRMED,CANDIDATE
408,7603200,K00314.03,Kepler-138 b,CONFIRMED,CANDIDATE
409,7700622,K00315.01,Kepler-1716 b,CONFIRMED,CANDIDATE
410,8008067,K00316.01,Kepler-139 b,CONFIRMED,CANDIDATE
411,8008067,K00316.02,Kepler-139 c,CONFIRMED,CANDIDATE
412,8008067,K00316.03,Kepler-139 d,CONFIRMED,CANDIDATE
413,8121310,K00317.01,Kepler-521 b,CONFIRMED,CANDIDATE
414,8121310,K00317.02,,CANDIDATE,CANDIDATE
415,8156120,K00318.01,Kepler-522 b,CONFIRMED,CANDIDATE
416,8684730,K00319.01,,CANDIDATE,CANDIDATE
417,8700558,K00320.01,,FALSE POSITIVE,FALSE POSITIVE
418,8753657,K00321.01,Kepler-406 b,CONFIRMED,CANDIDATE
419,8753657,K00321.02,Kepler-406 c,CONFIRMED,CANDIDATE
420,8948424,K00322.01,,FALSE POSITIVE,FALSE POSITIVE
421,9139084,K00323.01,Kepler-523 b,CONFIRMED,CANDIDATE
422,9641041,K00324.01,,FALSE POSITIVE,FALSE POSITIVE
423,9724984,K00325.01,,FALSE POSITIVE,FALSE POSITIVE
424,9880467,K00326.01,,FALSE POSITIVE,FALSE POSITIVE
425,9880467,K00326.02,,FALSE POSITIVE,FALSE POSITIVE
426,9881662,K00327.01,Kepler-140 b,CONFIRMED,CANDIDATE
427,9881662,K00327.02,Kepler-140 c,CONFIRMED,CANDIDATE
428,9895004,K00328.01,,FALSE POSITIVE,FALSE POSITIVE
429,10031885,K00329.01,,FALSE POSITIVE,FALSE POSITIVE
430,11361646,K00330.01,Kepler-524 b,CONFIRMED,CANDIDATE
431,11361646,K00330.02,Kepler-524 c,CONFIRMED,CANDIDATE
432,10285631,K00331.01,Kepler-525 b,CONFIRMED,CANDIDATE
433,10285631,K00331.02,,CANDIDATE,CANDIDATE
434,10290666,K00332.01,Kepler-526 b,CONFIRMED,CANDIDATE
435,10290666,K00332.02,,CANDIDATE,CANDIDATE
436,10337258,K00333.01,Kepler-527 b,CONFIRMED,CANDIDATE
437,10383687,K00334.01,,FALSE POSITIVE,FALSE POSITIVE
438,10470206,K00335.01,,FALSE POSITIVE,FALSE POSITIVE
439,10518725,K00336.01,,FALSE POSITIVE,FALSE POSITIVE
440,10545066,K00337.01,Kepler-528 b,CONFIRMED,CANDIDATE
441,10545066,K00337.02,,CANDIDATE,CANDIDATE
442,10552611,K00338.01,Kepler-141 c,CONFIRMED,CANDIDATE
443,10552611,K00338.02,Kepler-141 b,CONFIRMED,CANDIDATE
444,10587105,K00339.01,Kepler-529 b,CONFIRMED,CANDIDATE
445,10587105,K00339.02,Kepler-529 c,CONFIRMED,CANDIDATE
446,10587105,K00339.03,Kepler-529 d,CONFIRMED,CANDIDATE
447,10616571,K00340.01,,FALSE POSITIVE,FALSE POSITIVE
448,10878263,K00341.01,Kepler-414 c,CONFIRMED,CANDIDATE
449,10878263,K00341.02,Kepler-414 b,CONFIRMED,CANDIDATE
450,10982872,K00343.01,Kepler-142 c,CONFIRMED,CANDIDATE
451,10982872,K00343.02,Kepler-142 b,CONFIRMED,CANDIDATE
452,10982872,K00343.03,Kepler-142 d,CONFIRMED,CANDIDATE
453,11015108,K00344.01,Kepler-530 b,CONFIRMED,CANDIDATE
454,11074541,K00345.01,Kepler-531 b,CONFIRMED,CANDIDATE
455,11100383,K00346.01,Kepler-532 b,CONFIRMED,CANDIDATE
456,11189127,K00347.01,,FALSE POSITIVE,FALSE POSITIVE
457,11194032,K00348.01,Kepler-533 b,CONFIRMED,CANDIDATE
458,11394027,K00349.01,Kepler-1664 b,CONFIRMED,CANDIDATE
459,11395587,K00350.01,,CANDIDATE,CANDIDATE
460,11442793,K00351.01,Kepler-90 h,CONFIRMED,CANDIDATE
461,11442793,K00351.02,Kepler-90 g,CONFIRMED,CANDIDATE
462,11442793,K00351.03,Kepler-90 d,CONFIRMED,CANDIDATE
463,11442793,K00351.04,Kepler-90 e,CONFIRMED,CANDIDATE
464,11442793,K00351.05,Kepler-90 c,CONFIRMED,CANDIDATE
465,11442793,K00351.06,Kepler-90 b,CONFIRMED,CANDIDATE
466,11442793,K00351.07,Kepler-90 f,CONFIRMED,CANDIDATE
467,11521793,K00352.01,Kepler-143 c,CONFIRMED,CANDIDATE
468,11521793,K00352.02,Kepler-143 b,CONFIRMED,CANDIDATE
469,11566064,K00353.01,,CANDIDATE,CANDIDATE
470,11566064,K00353.02,Kepler-1717 b,CONFIRMED,CANDIDATE
471,11566064,K00353.03,,CANDIDATE,CANDIDATE
472,11568987,K00354.01,Kepler-534 b,CONFIRMED,CANDIDATE
473,11568987,K00354.02,Kepler-534 c,CONFIRMED,CANDIDATE
474,11621223,K00355.01,Kepler-535 b,CONFIRMED,CANDIDATE
475,11624249,K00356.01,Kepler-536 b,CONFIRMED,CANDIDATE
476,12017140,K00358.01,,FALSE POSITIVE,FALSE POSITIVE
477,12106929,K00359.01,,FALSE POSITIVE,FALSE POSITIVE
478,12107021,K00360.01,,FALSE POSITIVE,FALSE POSITIVE
479,12404954,K00361.01,Kepler-537 b,CONFIRMED,CANDIDATE
480,1571511,K00362.01,,FALSE POSITIVE,FALSE POSITIVE
481,2438070,K00363.01,,FALSE POSITIVE,FALSE POSITIVE
482,7296438,K00364.01,,CANDIDATE,CANDIDATE
483,11623629,K00365.01,Kepler-538 b,CONFIRMED,CANDIDATE
484,11623629,K00365.02,,CANDIDATE,CANDIDATE
485,3545478,K00366.01,,CANDIDATE,CANDIDATE
486,4815520,K00367.01,Kepler-1656 b,CONFIRMED,CANDIDATE
487,6603043,K00368.01,,FALSE POSITIVE,FALSE POSITIVE
488,7175184,K00369.01,Kepler-144 b,CONFIRMED,CANDIDATE
489,7175184,K00369.02,Kepler-144 c,CONFIRMED,CANDIDATE
490,8494142,K00370.01,Kepler-145 c,CONFIRMED,CANDIDATE
491,8494142,K00370.02,Kepler-145 b,CONFIRMED,CANDIDATE
492,5652983,K00371.01,,FALSE POSITIVE,FALSE POSITIVE
493,5652983,K00371.02,,FALSE POSITIVE,FALSE POSITIVE
494,6471021,K00372.01,Kepler-539 b,CONFIRMED,CANDIDATE
495,7364176,K00373.01,Kepler-1718 b,CONFIRMED,CANDIDATE
496,8686097,K00374.01,Kepler-540 b,CONFIRMED,CANDIDATE
497,12356617,K00375.01,Kepler-1704 b,CONFIRMED,CANDIDATE
498,12643589,K00376.01,,FALSE POSITIVE,FALSE POSITIVE
499,12643589,K00376.02,,FALSE POSITIVE,FALSE POSITIVE
500,3323887,K00377.01,Kepler-9 b,CONFIRMED,CANDIDATE
501,3323887,K00377.02,Kepler-9 c,CONFIRMED,CANDIDATE
502,3323887,K00377.03,Kepler-9 d,CONFIRMED,CANDIDATE
503,2449074,K00378.01,,FALSE POSITIVE,FALSE POSITIVE
504,2446113,K00379.01,,FALSE POSITIVE,FALSE POSITIVE
505,2446113,K00379.02,,CANDIDATE,CANDIDATE
506,2452450,K00380.01,,FALSE POSITIVE,FALSE POSITIVE
507,3230578,K00381.01,,FALSE POSITIVE,FALSE POSITIVE
508,3231137,K00382.01,,FALSE POSITIVE,FALSE POSITIVE
509,3342463,K00383.01,,FALSE POSITIVE,FALSE POSITIVE
510,3353050,K00384.01,Kepler-541 b,CONFIRMED,CANDIDATE
511,3446746,K00385.01,Kepler-542 b,CONFIRMED,CANDIDATE
512,3656121,K00386.01,Kepler-146 b,CONFIRMED,CANDIDATE
513,3656121,K00386.02,Kepler-146 c,CONFIRMED,CANDIDATE
514,3733628,K00387.01,Kepler-543 b,CONFIRMED,CANDIDATE
515,3831053,K00388.01,Kepler-1719 b,CONFIRMED,CANDIDATE
516,3847708,K00389.01,,FALSE POSITIVE,FALSE POSITIVE
517,3849155,K00390.01,,FALSE POSITIVE,FALSE POSITIVE
518,3858804,K00391.01,,FALSE POSITIVE,FALSE POSITIVE
519,3942670,K00392.01,Kepler-147 c,CONFIRMED,CANDIDATE
520,3942670,K00392.02,Kepler-147 b,CONFIRMED,CANDIDATE
521,3964109,K00393.01,Kepler-544 b,CONFIRMED,CANDIDATE
522,4159347,K00394.01,,FALSE POSITIVE,FALSE POSITIVE
523,4165960,K00395.01,,FALSE POSITIVE,FALSE POSITIVE
524,4252322,K00396.01,,CANDIDATE,CANDIDATE
525,4376644,K00397.01,,FALSE POSITIVE,FALSE POSITIVE
526,9946525,K00398.01,Kepler-148 d,CONFIRMED,CANDIDATE
527,9946525,K00398.02,Kepler-148 c,CONFIRMED,CANDIDATE
528,9946525,K00398.03,Kepler-148 b,CONFIRMED,CANDIDATE
529,7289157,K00399.01,,FALSE POSITIVE,FALSE POSITIVE
530,2695110,K00400.01,,FALSE POSITIVE,FALSE POSITIVE
531,3217264,K00401.01,Kepler-149 b,CONFIRMED,CANDIDATE
532,3217264,K00401.02,Kepler-149 d,CONFIRMED,CANDIDATE
533,3217264,K00401.03,Kepler-149 c,CONFIRMED,CANDIDATE
534,3342592,K00402.01,,FALSE POSITIVE,FALSE POSITIVE
535,4247092,K00403.01,,FALSE POSITIVE,FALSE POSITIVE
536,4949751,K00404.01,,FALSE POSITIVE,FALSE POSITIVE
537,5003117,K00405.01,,FALSE POSITIVE,FALSE POSITIVE
538,5035972,K00406.01,,FALSE POSITIVE,FALSE POSITIVE
539,5218441,K00407.01,,FALSE POSITIVE,FALSE POSITIVE
540,5351250,K00408.01,Kepler-150 c,CONFIRMED,CANDIDATE
541,5351250,K00408.02,Kepler-150 d,CONFIRMED,CANDIDATE
542,5351250,K00408.03,Kepler-150 e,CONFIRMED,CANDIDATE
543,5351250,K00408.04,Kepler-150 b,CONFIRMED,CANDIDATE
544,5351250,K00408.05,,FALSE POSITIVE,FALSE POSITIVE
545,5444548,K00409.01,Kepler-545 b,CONFIRMED,CANDIDATE
546,5449777,K00410.01,,FALSE POSITIVE,FALSE POSITIVE
547,5478055,K00411.01,,FALSE POSITIVE,FALSE POSITIVE
548,5683743,K00412.01,Kepler-546 b,CONFIRMED,CANDIDATE
549,5791986,K00413.01,Kepler-151 b,CONFIRMED,CANDIDATE
550,5791986,K00413.02,Kepler-151 c,CONFIRMED,CANDIDATE
551,5872150,K00414.01,,FALSE POSITIVE,FALSE POSITIVE
552,5872150,K00414.02,,FALSE POSITIVE,FALSE POSITIVE
553,6289650,K00415.01,,CANDIDATE,CANDIDATE
554,6508221,K00416.01,Kepler-152 b,CONFIRMED,CANDIDATE
555,6508221,K00416.02,Kepler-152 c,CONFIRMED,CANDIDATE
556,6508221,K00416.03,,CANDIDATE,CANDIDATE
557,6508221,K00416.04,,CANDIDATE,CANDIDATE
558,6879865,K00417.01,,CANDIDATE,CANDIDATE
559,7975727,K00418.01,,FALSE POSITIVE,FALSE POSITIVE
560,8219673,K00419.01,,FALSE POSITIVE,FALSE POSITIVE
561,8352537,K00420.01,Kepler-547 b,CONFIRMED,CANDIDATE
562,9115800,K00421.01,Kepler-548 b,CONFIRMED,CANDIDATE
563,9214713,K00422.01,,CANDIDATE,CANDIDATE
564,9478990,K00423.01,Kepler-39 b,CONFIRMED,CANDIDATE
565,9478990,K00423.02,,CANDIDATE,CANDIDATE
566,9597411,K00424.01,,FALSE POSITIVE,FALSE POSITIVE
567,9967884,K00425.01,,FALSE POSITIVE,FALSE POSITIVE
568,10016874,K00426.01,,CANDIDATE,CANDIDATE
569,10189546,K00427.01,Kepler-549 d,CONFIRMED,CANDIDATE
570,10189546,K00427.02,Kepler-549 b,CONFIRMED,CANDIDATE
571,10189546,K00427.03,Kepler-549 c,CONFIRMED,CANDIDATE
572,10418224,K00428.01,Kepler-40 b,CONFIRMED,CANDIDATE
573,10616679,K00429.01,Kepler-550 b,CONFIRMED,CANDIDATE
574,10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE
575,10717241,K00430.02,,CANDIDATE,CANDIDATE
576,10843590,K00431.01,Kepler-153 b,CONFIRMED,CANDIDATE
577,10843590,K00431.02,Kepler-153 c,CONFIRMED,CANDIDATE
578,10858832,K00432.01,Kepler-552 b,CONFIRMED,CANDIDATE
579,10937029,K00433.01,Kepler-553 b,CONFIRMED,CANDIDATE
580,10937029,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE
581,11656302,K00434.01,,FALSE POSITIVE,FALSE POSITIVE
582,11709124,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE
583,11709124,K00435.02,,CANDIDATE,CANDIDATE
584,11709124,K00435.03,Kepler-154 b,CONFIRMED,CANDIDATE
585,11709124,K00435.04,Kepler-154 e,CONFIRMED,CANDIDATE
586,11709124,K00435.05,Kepler-154 c,CONFIRMED,CANDIDATE
587,11709124,K00435.06,Kepler-154 f,CONFIRMED,CANDIDATE
588,11805075,K00436.01,,CANDIDATE,CANDIDATE
589,11824222,K00437.01,,CANDIDATE,CANDIDATE
590,12302530,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE
591,12302530,K00438.02,Kepler-155 c,CONFIRMED,CANDIDATE
592,12470954,K00439.01,Kepler-554 b,CONFIRMED,CANDIDATE
593,12470954,K00439.02,,FALSE POSITIVE,FALSE POSITIVE
594,2438264,K00440.01,Kepler-156 c,CONFIRMED,CANDIDATE
595,2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE
596,3340312,K00441.01,,FALSE POSITIVE,FALSE POSITIVE
597,3745690,K00442.01,Kepler-157 c,CONFIRMED,CANDIDATE
598,3745690,K00442.02,Kepler-157 b,CONFIRMED,CANDIDATE
599,3745690,K00442.03,Kepler-157 d,CONFIRMED,CANDIDATE
600,3833007,K00443.01,Kepler-555 b,CONFIRMED,CANDIDATE
601,3847138,K00444.01,Kepler-556 b,CONFIRMED,CANDIDATE
602,4384675,K00445.01,,FALSE POSITIVE,FALSE POSITIVE
603,4633570,K00446.01,Kepler-158 b,CONFIRMED,CANDIDATE
604,4633570,K00446.02,Kepler-158 c,CONFIRMED,CANDIDATE
605,5021176,K00447.01,,FALSE POSITIVE,FALSE POSITIVE
606,5640085,K00448.01,Kepler-159 b,CONFIRMED,CANDIDATE
607,5640085,K00448.02,Kepler-159 c,CONFIRMED,CANDIDATE
608,5779852,K00449.01,,FALSE POSITIVE,FALSE POSITIVE
609,6042214,K00450.01,,FALSE POSITIVE,FALSE POSITIVE
610,6200715,K00451.01,,FALSE POSITIVE,FALSE POSITIVE
611,6291033,K00452.01,Kepler-557 b,CONFIRMED,CANDIDATE
612,6758917,K00453.01,,FALSE POSITIVE,FALSE POSITIVE
613,7098355,K00454.01,Kepler-558 b,CONFIRMED,CANDIDATE
614,7101828,K00455.01,,FALSE POSITIVE,FALSE POSITIVE
615,7269974,K00456.01,Kepler-160 c,CONFIRMED,CANDIDATE
616,7269974,K00456.02,Kepler-160 b,CONFIRMED,CANDIDATE
617,7440748,K00457.01,Kepler-161 b,CONFIRMED,CANDIDATE
618,7440748,K00457.02,Kepler-161 c,CONFIRMED,CANDIDATE
619,7504328,K00458.01,,CANDIDATE,CANDIDATE
620,7977197,K00459.01,Kepler-162 c,CONFIRMED,CANDIDATE
621,7977197,K00459.02,Kepler-162 b,CONFIRMED,CANDIDATE
622,8043638,K00460.01,Kepler-559 b,CONFIRMED,CANDIDATE
623,8043638,K00460.02,,CANDIDATE,CANDIDATE
624,8621348,K00461.01,,FALSE POSITIVE,FALSE POSITIVE
625,8773869,K00462.01,,FALSE POSITIVE,FALSE POSITIVE
626,8845205,K00463.01,Kepler-560 b,CONFIRMED,CANDIDATE
627,8890783,K00464.01,Kepler-561 b,CONFIRMED,CANDIDATE
628,8890783,K00464.02,Kepler-561 c,CONFIRMED,CANDIDATE
629,8891318,K00465.01,,FALSE POSITIVE,FALSE POSITIVE
630,9008220,K00466.01,,CANDIDATE,CANDIDATE
631,9583881,K00467.01,Kepler-562 b,CONFIRMED,CANDIDATE
632,9589524,K00468.01,Kepler-563 b,CONFIRMED,CANDIDATE
633,9703198,K00469.01,,CANDIDATE,CANDIDATE
634,9844088,K00470.01,Kepler-564 b,CONFIRMED,CANDIDATE
635,10019643,K00471.01,Kepler-163 c,CONFIRMED,CANDIDATE
636,10019643,K00471.02,Kepler-163 b,CONFIRMED,CANDIDATE
637,10123064,K00472.01,Kepler-565 b,CONFIRMED,CANDIDATE
638,10155434,K00473.01,Kepler-1720 b,CONFIRMED,CANDIDATE
639,10460984,K00474.01,Kepler-164 c,CONFIRMED,CANDIDATE
640,10460984,K00474.02,Kepler-164 d,CONFIRMED,CANDIDATE
641,10460984,K00474.03,Kepler-164 e,CONFIRMED,CANDIDATE
642,10460984,K00474.04,Kepler-164 b,CONFIRMED,CANDIDATE
643,10577994,K00475.01,Kepler-165 b,CONFIRMED,CANDIDATE
644,10577994,K00475.02,Kepler-165 c,CONFIRMED,CANDIDATE
645,10599206,K00476.01,Kepler-566 b,CONFIRMED,CANDIDATE
646,10934674,K00477.01,Kepler-567 b,CONFIRMED,CANDIDATE
647,10990886,K00478.01,Kepler-568 b,CONFIRMED,CANDIDATE
648,11015323,K00479.01,Kepler-569 b,CONFIRMED,CANDIDATE
649,11134879,K00480.01,Kepler-570 b,CONFIRMED,CANDIDATE
650,11192998,K00481.01,Kepler-166 b,CONFIRMED,CANDIDATE
651,11192998,K00481.02,Kepler-166 d,CONFIRMED,CANDIDATE
652,11192998,K00481.03,Kepler-166 c,CONFIRMED,CANDIDATE
653,11255761,K00482.01,,FALSE POSITIVE,FALSE POSITIVE
654,11497977,K00483.01,Kepler-571 b,CONFIRMED,CANDIDATE
655,12061222,K00484.01,Kepler-572 b,CONFIRMED,CANDIDATE
656,12316431,K00485.01,,FALSE POSITIVE,FALSE POSITIVE
657,12404305,K00486.01,Kepler-573 b,CONFIRMED,CANDIDATE
658,12834874,K00487.01,Kepler-574 b,CONFIRMED,CANDIDATE
659,2557816,K00488.01,Kepler-575 b,CONFIRMED,CANDIDATE
660,2576197,K00489.01,,FALSE POSITIVE,FALSE POSITIVE
661,2576197,K00489.02,,FALSE POSITIVE,FALSE POSITIVE
662,3239945,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE
663,3239945,K00490.02,Kepler-167 e,CONFIRMED,CANDIDATE
664,3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE
665,3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE
666,3541800,K00491.01,,FALSE POSITIVE,FALSE POSITIVE
667,3559935,K00492.01,Kepler-576 b,CONFIRMED,CANDIDATE
668,3559935,K00492.02,,CANDIDATE,CANDIDATE
669,3834360,K00493.01,,FALSE POSITIVE,FALSE POSITIVE
670,3966801,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE
671,4049108,K00495.01,,FALSE POSITIVE,FALSE POSITIVE
672,4454752,K00496.01,Kepler-578 b,CONFIRMED,CANDIDATE
673,4757437,K00497.01,Kepler-168 c,CONFIRMED,CANDIDATE
674,4757437,K00497.02,Kepler-168 b,CONFIRMED,CANDIDATE
675,4833135,K00498.01,,FALSE POSITIVE,FALSE POSITIVE
676,4847534,K00499.01,Kepler-579 b,CONFIRMED,CANDIDATE
677,4852528,K00500.01,Kepler-80 b,CONFIRMED,CANDIDATE
678,4852528,K00500.02,Kepler-80 c,CONFIRMED,CANDIDATE
679,4852528,K00500.03,Kepler-80 d,CONFIRMED,CANDIDATE
680,4852528,K00500.04,Kepler-80 e,CONFIRMED,CANDIDATE
681,4852528,K00500.05,Kepler-80 f,CONFIRMED,CANDIDATE
682,4951877,K00501.01,,CANDIDATE,CANDIDATE
683,5282051,K00502.01,,FALSE POSITIVE,FALSE POSITIVE
684,5340644,K00503.01,Kepler-580 b,CONFIRMED,CANDIDATE
685,5461440,K00504.01,Kepler-581 b,CONFIRMED,CANDIDATE
686,5689351,K00505.01,Kepler-169 e,CONFIRMED,CANDIDATE
687,5689351,K00505.02,Kepler-169 c,CONFIRMED,CANDIDATE
688,5689351,K00505.03,Kepler-169 b,CONFIRMED,CANDIDATE
689,5689351,K00505.04,Kepler-169 d,CONFIRMED,CANDIDATE
690,5689351,K00505.05,Kepler-169 f,CONFIRMED,CANDIDATE
691,5780715,K00506.01,,FALSE POSITIVE,FALSE POSITIVE
692,5812960,K00507.01,Kepler-582 b,CONFIRMED,CANDIDATE
693,6266741,K00508.01,Kepler-170 b,CONFIRMED,CANDIDATE
694,6266741,K00508.02,Kepler-170 c,CONFIRMED,CANDIDATE
695,6381846,K00509.01,Kepler-171 b,CONFIRMED,CANDIDATE
696,6381846,K00509.02,Kepler-171 c,CONFIRMED,CANDIDATE
697,6381846,K00509.03,Kepler-171 d,CONFIRMED,CANDIDATE
698,6422155,K00510.01,Kepler-172 b,CONFIRMED,CANDIDATE
699,6422155,K00510.02,Kepler-172 c,CONFIRMED,CANDIDATE
700,6422155,K00510.03,Kepler-172 d,CONFIRMED,CANDIDATE
701,6422155,K00510.04,Kepler-172 e,CONFIRMED,CANDIDATE
702,6451936,K00511.01,Kepler-173 c,CONFIRMED,CANDIDATE
703,6451936,K00511.02,Kepler-173 b,CONFIRMED,CANDIDATE
704,6838050,K00512.01,Kepler-583 b,CONFIRMED,CANDIDATE
705,6937692,K00513.01,Kepler-584 b,CONFIRMED,CANDIDATE
706,7602070,K00514.01,,FALSE POSITIVE,FALSE POSITIVE
707,7812179,K00515.01,,FALSE POSITIVE,FALSE POSITIVE
708,7840044,K00516.01,,FALSE POSITIVE,FALSE POSITIVE
709,8015907,K00517.01,Kepler-585 b,CONFIRMED,CANDIDATE
710,8017703,K00518.01,Kepler-174 b,CONFIRMED,CANDIDATE
711,8017703,K00518.02,Kepler-174 c,CONFIRMED,CANDIDATE
712,8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE
713,8022244,K00519.01,Kepler-175 b,CONFIRMED,CANDIDATE
714,8022244,K00519.02,Kepler-175 c,CONFIRMED,CANDIDATE
715,8037145,K00520.01,Kepler-176 c,CONFIRMED,CANDIDATE
716,8037145,K00520.02,Kepler-176 b,CONFIRMED,CANDIDATE
717,8037145,K00520.03,Kepler-176 d,CONFIRMED,CANDIDATE
718,8037145,K00520.04,Kepler-176 e,CONFIRMED,CANDIDATE
719,8162789,K00521.01,Kepler-1989 b,CONFIRMED,CANDIDATE
720,8162789,K00521.02,,CANDIDATE,CANDIDATE
721,8265218,K00522.01,,CANDIDATE,CANDIDATE
722,8806123,K00523.01,Kepler-177 c,CONFIRMED,CANDIDATE
723,8806123,K00523.02,Kepler-177 b,CONFIRMED,CANDIDATE
724,8934495,K00524.01,Kepler-1721 b,CONFIRMED,CANDIDATE
725,9119458,K00525.01,,CANDIDATE,CANDIDATE
726,9157634,K00526.01,Kepler-586 b,CONFIRMED,CANDIDATE
727,9636569,K00527.01,,FALSE POSITIVE,FALSE POSITIVE
728,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE
729,9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE
730,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE
731,10068030,K00529.01,,FALSE POSITIVE,FALSE POSITIVE
732,10266615,K00530.01,Kepler-587 b,CONFIRMED,CANDIDATE
733,10395543,K00531.01,,CANDIDATE,CANDIDATE
734,10454313,K00532.01,Kepler-588 b,CONFIRMED,CANDIDATE
735,10513530,K00533.01,Kepler-589 b,CONFIRMED,CANDIDATE
736,10513530,K00533.02,Kepler-589 c,CONFIRMED,CANDIDATE
737,10554999,K00534.01,Kepler-179 c,CONFIRMED,CANDIDATE
738,10554999,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE
739,10873260,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE
740,10965008,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE
741,11073351,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE
742,11090765,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE
743,11246364,K00539.01,,FALSE POSITIVE,FALSE POSITIVE
744,11521048,K00540.01,,FALSE POSITIVE,FALSE POSITIVE
745,11656721,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE
746,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE
747,11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE
748,11823054,K00543.01,Kepler-181 c,CONFIRMED,CANDIDATE
749,11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE
750,11913012,K00544.01,,FALSE POSITIVE,FALSE POSITIVE
751,11972666,K00545.01,,FALSE POSITIVE,FALSE POSITIVE
752,12058931,K00546.01,Kepler-182 c,CONFIRMED,CANDIDATE
753,12058931,K00546.02,Kepler-182 b,CONFIRMED,CANDIDATE
754,12116489,K00547.01,Kepler-595 b,CONFIRMED,CANDIDATE
755,12116489,K00547.02,,CANDIDATE,CANDIDATE
756,12116489,K00547.03,Kepler-595 c,CONFIRMED,CANDIDATE
757,12600735,K00548.01,Kepler-596 b,CONFIRMED,CANDIDATE
758,12600735,K00548.02,,CANDIDATE,CANDIDATE
759,3437776,K00549.01,,FALSE POSITIVE,FALSE POSITIVE
760,3437776,K00549.02,,FALSE POSITIVE,FALSE POSITIVE
761,4165473,K00550.01,Kepler-597 b,CONFIRMED,CANDIDATE
762,4270253,K00551.01,Kepler-183 c,CONFIRMED,CANDIDATE
763,4270253,K00551.02,Kepler-183 b,CONFIRMED,CANDIDATE
764,5122112,K00552.01,,FALSE POSITIVE,FALSE POSITIVE
765,5303551,K00553.01,,FALSE POSITIVE,FALSE POSITIVE
766,5443837,K00554.01,,CANDIDATE,CANDIDATE
767,5709725,K00555.01,Kepler-598 b,CONFIRMED,CANDIDATE
768,5709725,K00555.02,Kepler-598 c,CONFIRMED,CANDIDATE
769,5738496,K00556.01,,FALSE POSITIVE,FALSE POSITIVE
770,5774349,K00557.01,Kepler-599 b,CONFIRMED,CANDIDATE
771,5978361,K00558.01,Kepler-1722 b,CONFIRMED,CANDIDATE
772,6422367,K00559.01,,FALSE POSITIVE,FALSE POSITIVE
773,6501635,K00560.01,Kepler-600 b,CONFIRMED,CANDIDATE
774,6665695,K00561.01,Kepler-601 b,CONFIRMED,CANDIDATE
775,6681233,K00562.01,,FALSE POSITIVE,FALSE POSITIVE
776,6707833,K00563.01,Kepler-602 b,CONFIRMED,CANDIDATE
